timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1650007491316,176,Add item 4-284,200,OK,AddToCart 4-1,text,true,,520,457,5,8,https://www.demoblaze.com/config.json,176,0,0
1650007491195,326,signup,200,OK,Signup  1-8,text,true,,449,478,1,8,https://api.demoblaze.com/signup,326,0,77
1650007491209,334,login-268,200,OK,InvalidLogin 3-8,text,true,,449,477,1,8,https://api.demoblaze.com/login,334,0,80
1650007491291,277,Add item 4-272,200,OK,AddToCart 4-2,text,true,,5722,518,5,8,https://www.demoblaze.com/prod.html?idp_=15,275,0,0
1650007491323,257,Add item 4-286,200,OK,AddToCart 4-3,text,true,,449,476,5,8,https://api.demoblaze.com/view,257,0,0
1650007491569,49,Add item 4-284,200,OK,AddToCart 4-2,text,true,,481,457,5,8,https://www.demoblaze.com/config.json,49,0,0
1650007491380,250,Add item 4-286,200,OK,AddToCart 4-5,text,true,,449,476,5,8,https://api.demoblaze.com/view,250,0,0
1650007491444,246,Add item 4-286,200,OK,AddToCart 4-4,text,true,,449,476,5,8,https://api.demoblaze.com/view,246,0,0
1650007491492,276,Add item 4-286,200,OK,AddToCart 4-1,text,true,,449,476,5,8,https://api.demoblaze.com/view,276,0,0
1650007491521,269,signupval-darshi27,200,OK,Signup  1-8,text,false,Test failed: text expected to contain /Sign up successful./,645,483,1,8,https://api.demoblaze.com/signup,267,0,0
1650007491194,595,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-8,,false,,1094,961,1,8,null,593,1,77
1650007491543,265,login-uff73,200,OK,InvalidLogin 3-8,text,true,,659,480,1,7,https://api.demoblaze.com/login,264,0,0
1650007491580,247,Add item 4-285,200,OK,AddToCart 4-3,text,true,,449,477,5,6,https://api.demoblaze.com/check,247,0,0
1650007491465,378,login-darshi28,200,OK,Login 2-9,text,true,,701,482,1,6,https://api.demoblaze.com/login,376,0,71
1650007491630,260,Add item 4-285,200,OK,AddToCart 4-5,text,true,,449,477,5,6,https://api.demoblaze.com/check,260,0,0
1650007491618,272,Add item 4-286,200,OK,AddToCart 4-2,text,true,,449,476,5,6,https://api.demoblaze.com/view,272,0,0
1650007491691,259,Add item 4-285,200,OK,AddToCart 4-4,text,true,,449,477,5,6,https://api.demoblaze.com/check,259,0,0
1650007491769,253,Add item 4-285,200,OK,AddToCart 4-1,text,true,,449,477,5,6,https://api.demoblaze.com/check,253,0,0
1650007491827,268,Add item 4-287,200,OK,AddToCart 4-3,text,true,,849,453,5,6,https://api.demoblaze.com/view,266,0,0
1650007491843,255,login-178,200,OK,Login 2-9,text,true,,449,477,1,6,https://api.demoblaze.com/login,255,0,0
1650007492095,351,Add item 4-289,200,OK,AddToCart 4-3,text,true,,449,481,5,8,https://api.demoblaze.com/addtocart,351,0,0
1650007491891,559,Add item 4-285,200,OK,AddToCart 4-2,text,true,,449,477,5,8,https://api.demoblaze.com/check,559,0,0
1650007491951,511,Add item 4-287,200,OK,AddToCart 4-4,text,true,,634,453,5,8,https://api.demoblaze.com/view,509,0,0
1650007491891,574,Add item 4-287,200,OK,AddToCart 4-5,text,true,,750,453,5,8,https://api.demoblaze.com/view,571,0,0
1650007492023,443,Add item 4-287,200,OK,AddToCart 4-1,text,true,,864,453,5,8,https://api.demoblaze.com/view,441,0,0
1650007492465,284,Add item 4-289,200,OK,AddToCart 4-5,text,true,,449,481,5,8,https://api.demoblaze.com/addtocart,284,0,0
1650007492462,288,Add item 4-289,200,OK,AddToCart 4-4,text,true,,449,481,5,8,https://api.demoblaze.com/addtocart,288,0,0
1650007492195,556,signup,200,OK,Signup  1-9,text,true,,449,478,1,8,https://api.demoblaze.com/signup,556,0,68
1650007492467,286,Add item 4-289,200,OK,AddToCart 4-1,text,true,,449,481,5,8,https://api.demoblaze.com/addtocart,286,0,0
1650007492450,326,Add item 4-287,200,OK,AddToCart 4-2,text,true,,737,453,5,8,https://api.demoblaze.com/view,323,0,0
1650007492446,341,Add item 4-290,200,OK,AddToCart 4-3,text,true,,307,550,5,8,https://api.demoblaze.com/addtocart,341,0,0
1650007490277,2510,Add item 4,200,"Number of samples in transaction : 9, number of failing samples : 0",AddToCart 4-3,,true,,10500,4350,5,8,null,2503,0,0
1650007492193,623,login-268,200,OK,InvalidLogin 3-9,text,true,,449,477,1,8,https://api.demoblaze.com/login,623,0,356
1650007492372,480,login-darshi29,200,OK,Login 2-10,text,true,,538,482,1,8,https://api.demoblaze.com/login,480,0,197
1650007492751,273,signupval-darshi28,200,OK,Signup  1-9,text,false,Test failed: text expected to contain /Sign up successful./,620,483,1,8,https://api.demoblaze.com/signup,272,0,0
1650007492194,829,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-9,,false,,1069,961,1,8,null,828,1,68
1650007492776,255,Add item 4-289,200,OK,AddToCart 4-2,text,true,,449,481,5,7,https://api.demoblaze.com/addtocart,255,0,0
1650007492787,250,cart-292,200,OK,AddToCart 4-3,text,true,,5857,517,5,7,https://www.demoblaze.com/cart.html,249,0,0
1650007492750,315,Add item 4-290,200,OK,AddToCart 4-4,text,true,,307,550,5,7,https://api.demoblaze.com/addtocart,315,0,0
1650007490579,2482,Add item 4,200,"Number of samples in transaction : 9, number of failing samples : 0",AddToCart 4-4,,true,,10442,4350,5,7,null,2475,4,0
1650007492749,317,Add item 4-290,200,OK,AddToCart 4-5,text,true,,307,550,5,7,https://api.demoblaze.com/addtocart,317,0,0
1650007490530,2533,Add item 4,200,"Number of samples in transaction : 9, number of failing samples : 0",AddToCart 4-5,,true,,10425,4350,5,7,null,2520,3,0
1650007493038,47,cart-306,200,OK,AddToCart 4-3,text,true,,451,449,5,7,https://www.demoblaze.com/config.json,46,0,0
1650007492816,271,login-uff74,200,OK,InvalidLogin 3-9,text,true,,555,480,1,7,https://api.demoblaze.com/login,269,0,0
1650007492852,254,login-178,200,OK,Login 2-10,text,true,,449,477,1,6,https://api.demoblaze.com/login,254,0,0
1650007492753,354,Add item 4-290,200,OK,AddToCart 4-1,text,true,,307,550,5,5,https://api.demoblaze.com/addtocart,354,0,0
1650007490408,2695,Add item 4,200,"Number of samples in transaction : 9, number of failing samples : 0",AddToCart 4-1,,true,,10414,4350,5,5,null,2632,5,0
1650007493066,250,cart-292,200,OK,AddToCart 4-5,text,true,,5833,517,5,8,https://www.demoblaze.com/cart.html,248,0,0
1650007493065,257,cart-292,200,OK,AddToCart 4-4,text,true,,5916,517,5,8,https://www.demoblaze.com/cart.html,255,0,0
1650007493085,245,cart-307,200,OK,AddToCart 4-3,text,true,,449,477,5,8,https://api.demoblaze.com/check,245,0,0
1650007493032,324,Add item 4-290,200,OK,AddToCart 4-2,text,true,,307,550,5,8,https://api.demoblaze.com/addtocart,324,0,0
1650007490739,2614,Add item 4,200,"Number of samples in transaction : 9, number of failing samples : 0",AddToCart 4-2,,true,,10565,4350,5,8,null,2606,3,0
1650007493108,248,cart-292,200,OK,AddToCart 4-1,text,true,,6103,517,5,8,https://www.demoblaze.com/cart.html,247,0,0
1650007493316,50,cart-306,200,OK,AddToCart 4-5,text,true,,636,449,5,8,https://www.demoblaze.com/config.json,50,0,0
1650007493356,54,cart-306,200,OK,AddToCart 4-1,text,true,,457,449,5,8,https://www.demoblaze.com/config.json,54,0,0
1650007493193,319,signup,200,OK,Signup  1-10,text,true,,449,478,1,8,https://api.demoblaze.com/signup,319,0,71
1650007493193,322,login-268,200,OK,InvalidLogin 3-10,text,true,,449,477,1,8,https://api.demoblaze.com/login,322,0,71
1650007493323,249,cart-306,200,OK,AddToCart 4-4,text,true,,570,449,5,8,https://www.demoblaze.com/config.json,249,0,0
1650007493330,256,cart-308,200,OK,AddToCart 4-3,text,true,,449,480,5,8,https://api.demoblaze.com/viewcart,256,0,0
1650007493367,249,cart-307,200,OK,AddToCart 4-5,text,true,,449,477,5,8,https://api.demoblaze.com/check,249,0,0
1650007493356,261,cart-292,200,OK,AddToCart 4-2,text,true,,5852,517,5,8,https://www.demoblaze.com/cart.html,259,0,0
1650007493411,249,cart-307,200,OK,AddToCart 4-1,text,true,,449,477,5,8,https://api.demoblaze.com/check,249,0,0
1650007493617,49,cart-306,200,OK,AddToCart 4-2,text,true,,553,449,5,8,https://www.demoblaze.com/config.json,49,0,0
1650007493280,391,login-darshi30,200,OK,Login 2-11,text,true,,610,482,1,8,https://api.demoblaze.com/login,387,0,77
1650007493515,262,login-uff75,200,OK,InvalidLogin 3-10,text,true,,580,480,1,8,https://api.demoblaze.com/login,261,0,0
1650007493512,273,signupval-darshi29,200,OK,Signup  1-10,text,false,Test failed: text expected to contain /Sign up successful./,557,483,1,7,https://api.demoblaze.com/signup,271,0,0
1650007493193,592,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-10,,false,,1006,961,1,7,null,590,0,71
1650007493573,257,cart-307,200,OK,AddToCart 4-4,text,true,,449,477,5,6,https://api.demoblaze.com/check,257,0,0
1650007493586,253,cart-314,200,OK,AddToCart 4-3,text,true,,449,476,5,6,https://api.demoblaze.com/view,253,0,0
1650007493616,249,cart-308,200,OK,AddToCart 4-5,text,true,,449,480,5,6,https://api.demoblaze.com/viewcart,248,0,0
1650007493661,256,cart-308,200,OK,AddToCart 4-1,text,true,,449,480,5,6,https://api.demoblaze.com/viewcart,256,0,0
1650007493666,253,cart-307,200,OK,AddToCart 4-2,text,true,,449,477,5,6,https://api.demoblaze.com/check,253,0,0
1650007493671,254,login-178,200,OK,Login 2-11,text,true,,449,477,1,6,https://api.demoblaze.com/login,254,0,0
1650007493831,249,cart-308,200,OK,AddToCart 4-4,text,true,,449,480,5,5,https://api.demoblaze.com/viewcart,249,0,0
1650007493840,265,cart-315,200,OK,AddToCart 4-3,text,true,,611,449,5,5,https://api.demoblaze.com/view,263,0,0
1650007493865,250,cart-314,200,OK,AddToCart 4-5,text,true,,449,476,5,5,https://api.demoblaze.com/view,250,0,0
1650007493920,253,cart-308,200,OK,AddToCart 4-2,text,true,,449,480,5,5,https://api.demoblaze.com/viewcart,253,0,0
1650007493917,265,cart-314,200,OK,AddToCart 4-1,text,true,,449,476,5,5,https://api.demoblaze.com/view,265,0,0
1650007494080,244,cart-314,200,OK,AddToCart 4-4,text,true,,449,476,5,6,https://api.demoblaze.com/view,244,0,0
1650007494105,273,cart-317,200,OK,AddToCart 4-3,text,true,,800,449,5,6,https://api.demoblaze.com/view,270,0,0
1650007494115,272,cart-315,200,OK,AddToCart 4-5,text,true,,732,449,5,6,https://api.demoblaze.com/view,267,0,0
1650007494174,253,cart-314,200,OK,AddToCart 4-2,text,true,,449,476,5,6,https://api.demoblaze.com/view,253,0,0
1650007494183,259,cart-315,200,OK,AddToCart 4-1,text,true,,822,449,5,6,https://api.demoblaze.com/view,257,0,0
1650007494194,320,signup,200,OK,Signup  1-11,text,true,,449,478,1,6,https://api.demoblaze.com/signup,320,0,69
1650007494325,275,cart-315,200,OK,AddToCart 4-4,text,true,,765,449,5,6,https://api.demoblaze.com/view,275,0,0
1650007494387,254,cart-317,200,OK,AddToCart 4-5,text,true,,878,449,5,6,https://api.demoblaze.com/view,254,0,0
1650007494379,277,cart-318,200,OK,AddToCart 4-3,text,true,,743,449,5,6,https://api.demoblaze.com/view,274,0,0
1650007494428,262,cart-315,200,OK,AddToCart 4-2,text,true,,731,449,5,6,https://api.demoblaze.com/view,259,0,0
1650007494442,277,cart-317,200,OK,AddToCart 4-1,text,true,,851,449,5,6,https://api.demoblaze.com/view,275,0,0
1650007494514,263,signupval-darshi30,200,OK,Signup  1-11,text,false,Test failed: text expected to contain /Sign up successful./,634,483,1,6,https://api.demoblaze.com/signup,261,0,0
1650007494193,583,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-11,,false,,1083,961,1,6,null,581,1,69
1650007494601,275,cart-317,200,OK,AddToCart 4-4,text,true,,800,449,5,5,https://api.demoblaze.com/view,274,0,0
1650007494641,280,cart-318,200,OK,AddToCart 4-5,text,true,,738,449,5,5,https://api.demoblaze.com/view,279,0,0
1650007494656,272,cart-316,200,OK,AddToCart 4-3,text,true,,810,450,5,5,https://api.demoblaze.com/view,269,0,0
1650007492787,2138,cart,200,"Number of samples in transaction : 9, number of failing samples : 0",AddToCart 4-3,,true,,10619,4196,5,5,null,2125,3,0
1650007494690,277,cart-317,200,OK,AddToCart 4-2,text,true,,713,449,5,5,https://api.demoblaze.com/view,275,0,0
1650007494719,272,cart-318,200,OK,AddToCart 4-1,text,true,,736,449,5,5,https://api.demoblaze.com/view,270,0,0
1650007494928,250,Delete-323,200,OK,AddToCart 4-3,text,true,,449,482,5,5,https://api.demoblaze.com/deleteitem,250,0,0
1650007494922,262,cart-316,200,OK,AddToCart 4-5,text,true,,779,450,5,5,https://api.demoblaze.com/view,260,0,0
1650007493066,2116,cart,200,"Number of samples in transaction : 9, number of failing samples : 0",AddToCart 4-5,,true,,10943,4196,5,5,null,2105,2,0
1650007494967,271,cart-318,200,OK,AddToCart 4-2,text,true,,886,449,5,5,https://api.demoblaze.com/view,269,0,0
1650007494991,263,cart-316,200,OK,AddToCart 4-1,text,true,,668,450,5,5,https://api.demoblaze.com/view,261,0,0
1650007493108,2143,cart,200,"Number of samples in transaction : 9, number of failing samples : 0",AddToCart 4-1,,true,,10984,4196,5,5,null,2134,3,0
1650007495184,251,Delete-323,200,OK,AddToCart 4-5,text,true,,449,482,5,5,https://api.demoblaze.com/deleteitem,251,0,0
1650007495178,274,Delete-324,200,OK,AddToCart 4-3,text,true,,599,493,5,5,https://api.demoblaze.com/deleteitem,274,0,0
1650007495255,248,Delete-323,200,OK,AddToCart 4-1,text,true,,449,482,5,5,https://api.demoblaze.com/deleteitem,248,0,0
1650007495238,332,cart-316,200,OK,AddToCart 4-2,text,true,,780,450,5,5,https://api.demoblaze.com/view,329,0,0
1650007493356,2211,cart,200,"Number of samples in transaction : 9, number of failing samples : 0",AddToCart 4-2,,true,,10862,4196,5,5,null,2199,3,0
1650007495452,254,Delete-325,200,OK,AddToCart 4-3,text,true,,5921,482,5,5,https://www.demoblaze.com/cart.html,253,0,0
1650007495435,287,Delete-324,200,OK,AddToCart 4-5,text,true,,592,493,5,5,https://api.demoblaze.com/deleteitem,283,0,0
1650007495504,281,Delete-324,200,OK,AddToCart 4-1,text,true,,543,493,5,5,https://api.demoblaze.com/deleteitem,280,0,0
1650007494876,929,cart-318,200,OK,AddToCart 4-4,text,true,,732,449,5,5,https://api.demoblaze.com/view,929,0,0
1650007495570,256,Delete-323,200,OK,AddToCart 4-2,text,true,,449,482,5,5,https://api.demoblaze.com/deleteitem,256,0,0
1650007495723,318,Delete-325,200,OK,AddToCart 4-5,text,true,,5826,482,5,5,https://www.demoblaze.com/cart.html,315,0,0
1650007495706,527,Delete-339,200,OK,AddToCart 4-3,text,true,,598,449,5,5,https://www.demoblaze.com/config.json,527,0,0
1650007495785,457,Delete-325,200,OK,AddToCart 4-1,text,true,,5772,482,5,5,https://www.demoblaze.com/cart.html,455,0,0
1650007495805,452,cart-316,200,OK,AddToCart 4-4,text,true,,736,450,5,5,https://api.demoblaze.com/view,449,0,0
1650007493065,3187,cart,200,"Number of samples in transaction : 9, number of failing samples : 0",AddToCart 4-4,,true,,10866,4196,5,5,null,3181,5,0
1650007495826,440,Delete-324,200,OK,AddToCart 4-2,text,true,,588,493,5,5,https://api.demoblaze.com/deleteitem,438,0,0
1650007496041,243,Delete-339,200,OK,AddToCart 4-5,text,true,,548,449,5,5,https://www.demoblaze.com/config.json,243,0,0
1650007496242,47,Delete-339,200,OK,AddToCart 4-1,text,true,,437,449,5,5,https://www.demoblaze.com/config.json,47,0,0
1650007496266,50,Delete-325,200,OK,AddToCart 4-2,text,true,,5860,482,5,5,https://www.demoblaze.com/cart.html,48,0,0
1650007496317,46,Delete-339,200,OK,AddToCart 4-2,text,true,,472,449,5,5,https://www.demoblaze.com/config.json,46,0,0
1650007496233,244,Delete-340,200,OK,AddToCart 4-3,text,true,,449,477,5,5,https://api.demoblaze.com/check,244,0,0
1650007496257,256,Delete-323,200,OK,AddToCart 4-4,text,true,,449,482,5,5,https://api.demoblaze.com/deleteitem,256,0,0
1650007496290,240,Delete-340,200,OK,AddToCart 4-1,text,true,,449,477,5,5,https://api.demoblaze.com/check,240,0,0
1650007496285,253,Delete-340,200,OK,AddToCart 4-5,text,true,,449,477,5,5,https://api.demoblaze.com/check,253,0,0
1650007496363,252,Delete-340,200,OK,AddToCart 4-2,text,true,,449,477,5,5,https://api.demoblaze.com/check,252,0,0
1650007496478,254,Delete-341,200,OK,AddToCart 4-3,text,true,,449,480,5,5,https://api.demoblaze.com/viewcart,254,0,0
1650007496530,244,Delete-341,200,OK,AddToCart 4-1,text,true,,449,480,5,5,https://api.demoblaze.com/viewcart,244,0,0
1650007496513,271,Delete-324,200,OK,AddToCart 4-4,text,true,,511,493,5,5,https://api.demoblaze.com/deleteitem,268,0,0
1650007496538,256,Delete-341,200,OK,AddToCart 4-5,text,true,,449,480,5,5,https://api.demoblaze.com/viewcart,256,0,0
1650007496785,52,Delete-325,200,OK,AddToCart 4-4,text,true,,6008,482,5,5,https://www.demoblaze.com/cart.html,51,0,0
1650007496616,249,Delete-341,200,OK,AddToCart 4-2,text,true,,449,480,5,5,https://api.demoblaze.com/viewcart,249,0,0
1650007496838,48,Delete-339,200,OK,AddToCart 4-4,text,true,,420,449,5,5,https://www.demoblaze.com/config.json,48,0,0
1650007496732,259,Delete-344,200,OK,AddToCart 4-3,text,true,,449,476,5,5,https://api.demoblaze.com/view,259,0,0
1650007496775,251,Delete-344,200,OK,AddToCart 4-1,text,true,,449,476,5,5,https://api.demoblaze.com/view,251,0,0
1650007496795,250,Delete-344,200,OK,AddToCart 4-5,text,true,,449,476,5,5,https://api.demoblaze.com/view,250,0,0
1650007496865,243,Delete-344,200,OK,AddToCart 4-2,text,true,,449,476,5,5,https://api.demoblaze.com/view,243,0,0
1650007496886,256,Delete-340,200,OK,AddToCart 4-4,text,true,,449,477,5,5,https://api.demoblaze.com/check,256,0,0
1650007496992,272,Delete-347,200,OK,AddToCart 4-3,text,true,,858,449,5,5,https://api.demoblaze.com/view,270,0,0
1650007497026,265,Delete-347,200,OK,AddToCart 4-1,text,true,,640,449,5,5,https://api.demoblaze.com/view,264,0,0
1650007497045,265,Delete-347,200,OK,AddToCart 4-5,text,true,,879,449,5,5,https://api.demoblaze.com/view,262,0,0
1650007497108,277,Delete-347,200,OK,AddToCart 4-2,text,true,,749,449,5,5,https://api.demoblaze.com/view,274,0,0
1650007497142,254,Delete-341,200,OK,AddToCart 4-4,text,true,,449,480,5,5,https://api.demoblaze.com/viewcart,254,0,0
1650007497264,266,Delete-348,200,OK,AddToCart 4-3,text,true,,727,450,5,5,https://api.demoblaze.com/view,266,0,0
1650007497291,266,Delete-348,200,OK,AddToCart 4-1,text,true,,800,450,5,5,https://api.demoblaze.com/view,264,0,0
1650007497310,279,Delete-348,200,OK,AddToCart 4-5,text,true,,860,450,5,5,https://api.demoblaze.com/view,276,0,0
1650007497386,265,Delete-348,200,OK,AddToCart 4-2,text,true,,744,450,5,5,https://api.demoblaze.com/view,264,0,0
1650007497396,256,Delete-344,200,OK,AddToCart 4-4,text,true,,449,476,5,5,https://api.demoblaze.com/view,256,0,0
1650007497531,269,Delete-349,200,OK,AddToCart 4-3,text,true,,839,449,5,5,https://api.demoblaze.com/view,268,0,0
1650007494928,2869,Delete,200,"Number of samples in transaction : 10, number of failing samples : 0",AddToCart 4-3,,true,,11338,4687,5,5,null,2865,3,0
1650007497557,262,Delete-349,200,OK,AddToCart 4-1,text,true,,773,449,5,5,https://api.demoblaze.com/view,259,0,0
1650007495254,2561,Delete,200,"Number of samples in transaction : 10, number of failing samples : 0",AddToCart 4-1,,true,,10761,4687,5,5,null,2552,4,0
1650007497590,265,Delete-349,200,OK,AddToCart 4-5,text,true,,667,449,5,5,https://api.demoblaze.com/view,263,0,0
1650007495184,2667,Delete,200,"Number of samples in transaction : 10, number of failing samples : 0",AddToCart 4-5,,true,,11168,4687,5,5,null,2652,4,0
1650007497652,265,Delete-349,200,OK,AddToCart 4-2,text,true,,754,449,5,5,https://api.demoblaze.com/view,263,0,0
1650007495570,2343,Delete,200,"Number of samples in transaction : 10, number of failing samples : 0",AddToCart 4-2,,true,,10963,4687,5,5,null,2333,5,0
1650007497652,272,Delete-347,200,OK,AddToCart 4-4,text,true,,689,449,5,5,https://api.demoblaze.com/view,269,0,0
1650007497800,251,place order-355,200,OK,AddToCart 4-3,text,true,,449,482,5,5,https://api.demoblaze.com/deletecart,251,0,0
1650007497819,255,place order-355,200,OK,AddToCart 4-1,text,true,,449,482,5,5,https://api.demoblaze.com/deletecart,255,0,0
1650007497856,259,place order-355,200,OK,AddToCart 4-5,text,true,,449,482,5,5,https://api.demoblaze.com/deletecart,259,0,0
1650007497918,252,place order-355,200,OK,AddToCart 4-2,text,true,,449,482,5,5,https://api.demoblaze.com/deletecart,252,0,0
1650007497925,290,Delete-348,200,OK,AddToCart 4-4,text,true,,722,450,5,5,https://api.demoblaze.com/view,288,0,0
1650007498051,275,place order-356,200,OK,AddToCart 4-3,text,true,,316,469,5,5,https://api.demoblaze.com/deletecart,275,0,0
1650007497800,526,place order,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-3,,true,,765,951,5,5,null,526,0,0
1650007498074,291,place order-356,200,OK,AddToCart 4-1,text,true,,316,469,5,5,https://api.demoblaze.com/deletecart,291,0,0
1650007497819,546,place order,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-1,,true,,765,951,5,5,null,546,0,0
1650007498115,262,place order-356,200,OK,AddToCart 4-5,text,true,,316,469,5,5,https://api.demoblaze.com/deletecart,262,0,0
1650007497855,521,place order,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-5,,true,,765,951,5,5,null,521,2,0
1650007498365,62,purchase-359,200,OK,AddToCart 4-1,text,true,,19902,510,5,5,https://www.demoblaze.com/index.html,49,0,0
1650007498378,52,purchase-359,200,OK,AddToCart 4-5,text,true,,4905,510,5,5,https://www.demoblaze.com/index.html,49,0,0
1650007498170,277,place order-356,200,OK,AddToCart 4-2,text,true,,316,469,5,5,https://api.demoblaze.com/deletecart,277,0,0
1650007497918,529,place order,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-2,,true,,765,951,5,5,null,529,0,0
1650007498430,46,purchase-376,200,OK,AddToCart 4-5,text,true,,575,450,5,5,https://www.demoblaze.com/config.json,46,0,0
1650007498427,66,purchase-376,200,OK,AddToCart 4-1,text,true,,583,450,5,5,https://www.demoblaze.com/config.json,66,0,0
1650007498216,287,Delete-349,200,OK,AddToCart 4-4,text,true,,710,449,5,5,https://api.demoblaze.com/view,284,0,0
1650007496257,2242,Delete,200,"Number of samples in transaction : 10, number of failing samples : 0",AddToCart 4-4,,true,,10856,4687,5,5,null,2230,4,0
1650007498327,267,purchase-359,200,OK,AddToCart 4-3,text,true,,19902,510,5,5,https://www.demoblaze.com/index.html,259,0,0
1650007498595,49,purchase-376,200,OK,AddToCart 4-3,text,true,,556,450,5,5,https://www.demoblaze.com/config.json,49,0,0
1650007498447,264,purchase-359,200,OK,AddToCart 4-2,text,true,,19902,510,5,5,https://www.demoblaze.com/index.html,251,0,0
1650007498477,258,purchase-378,200,OK,AddToCart 4-5,text,true,,449,477,5,5,https://api.demoblaze.com/check,258,0,0
1650007498494,249,purchase-378,200,OK,AddToCart 4-1,text,true,,449,477,5,5,https://api.demoblaze.com/check,249,0,0
1650007498503,255,place order-355,200,OK,AddToCart 4-4,text,true,,449,482,5,5,https://api.demoblaze.com/deletecart,255,0,0
1650007498644,258,purchase-378,200,OK,AddToCart 4-3,text,true,,449,477,5,5,https://api.demoblaze.com/check,258,0,0
1650007498711,249,purchase-376,200,OK,AddToCart 4-2,text,true,,501,450,5,5,https://www.demoblaze.com/config.json,248,0,0
1650007498735,293,purchase-377,200,OK,AddToCart 4-5,text,true,,1695,392,5,5,https://api.demoblaze.com/entries,287,0,0
1650007498378,649,purchase,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-5,,true,,7624,1829,5,5,null,640,1,0
1650007498758,279,place order-356,200,OK,AddToCart 4-4,text,true,,316,469,4,4,https://api.demoblaze.com/deletecart,279,0,0
1650007498503,534,place order,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-4,,true,,765,951,4,4,null,534,0,0
1650007498743,294,purchase-377,200,OK,AddToCart 4-1,text,true,,1541,392,4,4,https://api.demoblaze.com/entries,292,0,0
1650007498365,671,purchase,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-1,,true,,22475,1829,4,4,null,656,1,0
1650007498902,273,purchase-377,200,OK,AddToCart 4-3,text,true,,1543,392,3,3,https://api.demoblaze.com/entries,270,0,0
1650007498326,847,purchase,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-3,,true,,22450,1829,3,3,null,836,2,0
1650007498960,250,purchase-378,200,OK,AddToCart 4-2,text,true,,449,477,2,2,https://api.demoblaze.com/check,250,0,0
1650007499037,266,purchase-359,200,OK,AddToCart 4-4,text,true,,5212,510,2,2,https://www.demoblaze.com/index.html,260,0,0
1650007499210,297,purchase-377,200,OK,AddToCart 4-2,text,true,,1637,392,2,2,https://api.demoblaze.com/entries,290,0,0
1650007498447,1060,purchase,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-2,,true,,22489,1829,2,2,null,1039,1,0
1650007499303,253,purchase-376,200,OK,AddToCart 4-4,text,true,,519,450,1,1,https://www.demoblaze.com/config.json,253,0,0
1650007499557,271,purchase-378,200,OK,AddToCart 4-4,text,true,,449,477,1,1,https://api.demoblaze.com/check,271,0,0
1650007499829,302,purchase-377,200,OK,AddToCart 4-4,text,true,,1484,392,1,1,https://api.demoblaze.com/entries,302,0,0
1650007499037,1092,purchase,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-4,,true,,7664,1829,1,1,null,1086,4,0
